application_id,filing_year,tech_domain,applicant_type,country_origin,industry_sector,international_filing,prior_examination,commercial_potential,market_size_estimate,processing_fee_usd,number_of_claims,number_of_citations,complexity_level,examiner_load,novelty_score,grant_probability,office_action_count
PAT-2004-130,2022,quantum,2,JPN,software,False,1,Yes,52.68,2768.71,16,51,3,Medium,Moderate,Low,4
PAT-2004-131,2024,cybersecurity,2,USA,software,True,1,Yes,345.97,3243.07,17,26,2,Low,Moderate,Low,1
PAT-2004-132,2020,cybersecurity,2,CHN,software,False,1,No,43.62,6761.52,9,33,2,Low,Marginal,Very Low,3
PAT-2004-133,2023,iot,3,USA,hardware,False,1,Yes,110.78,1458.02,10,28,2,Low,Moderate,Medium,1
PAT-2004-134,2021,iot,2,USA,healthtech,True,1,Yes,127.17,7943.5,15,26,2,Medium,Moderate,Low,1
PAT-2004-135,2024,ai_ml,2,CHN,software,False,1,Yes,69.22,3182.39,32,31,2,High,Marginal,Very Low,3
PAT-2004-136,2023,cybersecurity,4,IND,software,False,0,No,52.64,1734.24,16,11,1,Medium,Moderate,Medium,0
PAT-2004-137,2024,ai_ml,1,GBR,fintech,True,1,No,34.31,7881.01,20,51,3,Medium,Breakthrough,Very High,3
PAT-2004-138,2021,iot,2,USA,hardware,True,1,Yes,298.23,5857.02,14,26,3,High,Marginal,Very Low,4
PAT-2004-139,2022,quantum,1,GBR,cybersecurity,True,1,No,18.66,4340.0,48,21,3,High,Significant,Very High,4
PAT-2004-140,2023,blockchain,4,DEU,fintech,False,1,Yes,8.64,4271.1,11,17,1,High,Marginal,Low,2
PAT-2004-141,2021,ai_ml,3,USA,software,True,0,No,106.8,4759.98,25,16,2,Medium,Significant,Low,1
PAT-2004-142,2021,ai_ml,2,USA,fintech,True,1,Yes,69.08,3096.9,18,43,3,High,Marginal,Very Low,5
PAT-2004-143,2020,cybersecurity,4,DEU,telecom,False,0,Yes,228.06,3460.73,10,14,1,Low,Significant,Low,5
PAT-2004-144,2024,iot,2,USA,software,False,1,No,25.14,7075.1,23,25,2,Low,Marginal,Low,4
PAT-2004-145,2023,ai_ml,2,DEU,software,True,1,Yes,500.0,3278.75,50,33,2,High,Marginal,Low,1
PAT-2004-146,2023,iot,2,CHN,telecom,False,1,Yes,458.7,8302.02,20,26,2,Medium,Moderate,Low,2
PAT-2004-147,2023,ai_ml,2,DEU,software,False,1,Yes,500.0,5724.75,42,33,3,Medium,Significant,High,4
PAT-2004-148,2022,cybersecurity,2,USA,software,False,1,No,3.91,3057.59,21,32,1,Medium,Moderate,Low,2
PAT-2004-149,2022,ai_ml,1,DEU,software,False,0,No,15.86,9788.67,29,25,2,Low,Moderate,Low,2
PAT-2004-150,2022,ai_ml,1,DEU,fintech,True,1,Yes,200.73,3401.48,27,46,3,High,Significant,High,4
PAT-2004-151,2023,ai_ml,1,CHN,healthtech,False,1,No,6.44,7996.33,34,40,2,High,Breakthrough,High,2
PAT-2004-152,2021,iot,3,RUS,hardware,True,1,Yes,79.76,8378.08,25,15,1,Medium,Moderate,Low,1
PAT-2004-153,2024,blockchain,3,CHN,fintech,False,1,Yes,107.25,2133.92,5,23,2,Low,Marginal,Low,0
PAT-2004-154,2023,quantum,2,DEU,hardware,True,1,No,53.76,3714.93,38,27,3,Low,Significant,High,7
PAT-2004-155,2021,blockchain,3,RUS,fintech,False,1,Yes,74.85,602.45,7,26,1,Low,Marginal,Very Low,2
PAT-2004-156,2022,ai_ml,2,CHN,fintech,True,1,Yes,50.69,3527.6,47,45,3,High,Marginal,Very Low,5
PAT-2004-157,2020,ai_ml,3,RUS,software,True,1,Yes,71.3,1633.76,30,40,2,Medium,Significant,High,1
PAT-2004-158,2024,ai_ml,2,DEU,healthtech,False,1,Yes,32.01,9886.77,35,36,3,Medium,Significant,High,6
PAT-2004-159,2024,cybersecurity,3,USA,telecom,False,0,Yes,14.46,2957.63,9,9,1,Low,Moderate,Medium,1
PAT-2004-160,2024,ai_ml,1,CHN,fintech,False,0,No,7.1,9602.58,16,9,3,Low,Moderate,Medium,3
PAT-2004-161,2021,cybersecurity,4,GBR,software,False,1,No,7.14,4705.22,24,24,1,High,Significant,High,4
PAT-2004-162,2021,ai_ml,1,CHN,software,False,1,Yes,500.0,7201.69,16,30,3,Low,Breakthrough,Very High,3
PAT-2004-163,2021,ai_ml,3,GBR,software,False,1,No,28.82,3487.85,23,39,2,Medium,Marginal,Very Low,1
PAT-2004-164,2020,ai_ml,1,CHN,fintech,False,1,Yes,80.3,9828.63,24,36,2,Medium,Moderate,High,2
PAT-2004-165,2020,ai_ml,2,USA,software,False,1,No,18.77,6705.15,29,40,3,High,Marginal,Low,4
PAT-2004-166,2020,quantum,1,USA,cybersecurity,True,1,Yes,87.52,3702.34,30,33,3,Medium,Breakthrough,Very High,3
PAT-2004-167,2024,iot,3,USA,software,True,0,Yes,298.3,3382.87,27,9,2,High,Marginal,Very Low,1
PAT-2004-168,2020,ai_ml,1,USA,software,True,0,Yes,43.07,3188.57,21,10,3,High,Significant,Medium,6
PAT-2004-169,2020,iot,1,CHN,software,False,1,Yes,242.61,9886.95,11,21,3,Medium,Marginal,Very Low,2
PAT-2004-170,2023,iot,4,RUS,telecom,False,0,Yes,127.99,7732.95,11,11,1,Low,Breakthrough,Medium,1
PAT-2004-171,2022,cybersecurity,2,CHN,software,False,0,Yes,78.13,8261.15,9,8,2,Medium,Moderate,Medium,2
PAT-2004-172,2023,cybersecurity,3,USA,fintech,False,1,Yes,500.0,9986.26,9,24,2,Medium,Marginal,Low,0
PAT-2004-173,2023,iot,4,RUS,software,False,1,No,5.91,8141.36,18,29,1,Medium,Moderate,High,0
PAT-2004-174,2024,quantum,1,GBR,hardware,True,1,No,81.79,520.13,17,36,2,Low,Breakthrough,Medium,3
PAT-2004-175,2023,quantum,1,DEU,hardware,True,1,No,15.68,2107.12,44,37,2,High,Breakthrough,High,4
PAT-2004-176,2022,blockchain,3,IND,fintech,True,1,Yes,439.42,4478.82,8,29,2,Low,Moderate,Low,3
PAT-2004-177,2023,iot,1,DEU,telecom,True,1,No,72.17,6914.04,13,25,2,High,Marginal,Low,1
PAT-2004-178,2022,ai_ml,1,CHN,healthtech,False,1,Yes,35.71,500.99,39,42,2,Low,Breakthrough,Medium,2
PAT-2004-179,2021,quantum,2,KOR,hardware,False,1,Yes,179.03,1133.62,38,33,3,High,Marginal,Very Low,9
PAT-2004-180,2022,cybersecurity,3,GBR,software,True,0,Yes,193.37,1504.49,11,9,3,High,Moderate,Medium,5
PAT-2004-181,2021,ai_ml,1,USA,fintech,True,0,Yes,94.32,6538.1,21,16,3,Low,Breakthrough,Low,2
PAT-2004-182,2023,quantum,1,DEU,hardware,True,1,No,44.85,6828.93,39,40,3,Low,Breakthrough,Medium,5
PAT-2004-183,2021,cybersecurity,2,KOR,software,False,1,Yes,127.01,2924.89,20,20,2,High,Moderate,Low,3
PAT-2004-184,2021,ai_ml,1,GBR,software,True,1,No,34.93,3074.16,23,25,3,Low,Moderate,Medium,2
PAT-2004-185,2021,iot,2,JPN,telecom,False,1,Yes,224.16,5092.62,20,26,1,High,Moderate,Low,2
PAT-2004-186,2023,cybersecurity,2,DEU,software,True,1,Yes,41.59,6345.18,14,32,1,Low,Significant,High,1
PAT-2004-187,2021,cybersecurity,3,USA,software,False,1,No,18.25,2383.75,19,23,3,Low,Moderate,Medium,3
PAT-2004-188,2023,ai_ml,2,CHN,software,False,1,No,14.03,537.33,34,37,2,Medium,Moderate,Low,1
PAT-2004-189,2024,ai_ml,2,USA,healthtech,True,0,No,43.33,3937.35,30,10,3,High,Marginal,Very Low,3
PAT-2004-190,2020,iot,4,DEU,software,False,1,Yes,142.69,8876.75,28,29,1,High,Marginal,Very Low,3
PAT-2004-191,2023,ai_ml,3,USA,healthtech,False,1,No,9.4,2738.34,38,39,3,Medium,Marginal,Low,2
PAT-2004-192,2021,ai_ml,3,GBR,software,True,0,Yes,396.14,8180.56,47,18,2,High,Significant,Medium,5
PAT-2004-193,2021,ai_ml,3,USA,software,False,1,Yes,127.05,796.29,19,37,3,Medium,Significant,High,4
PAT-2004-194,2023,ai_ml,1,CHN,software,False,1,Yes,500.0,3867.53,43,42,3,Medium,Breakthrough,Very High,3
PAT-2004-195,2024,iot,2,DEU,hardware,False,0,Yes,70.5,4500.45,29,12,2,Medium,Moderate,Medium,2
PAT-2004-196,2021,iot,3,RUS,software,False,1,Yes,83.07,4583.72,24,28,2,Low,Significant,Medium,1
PAT-2004-197,2022,iot,2,USA,telecom,True,1,Yes,18.8,2568.87,16,30,3,High,Moderate,High,4
PAT-2004-198,2021,quantum,3,GBR,hardware,True,0,Yes,274.05,6435.64,45,16,3,Low,Marginal,Very Low,2
PAT-2004-199,2022,blockchain,3,GBR,fintech,True,0,No,54.26,4765.61,14,4,1,Medium,Significant,Low,2
PAT-2004-200,2023,ai_ml,3,DEU,healthtech,True,0,Yes,90.57,5353.52,49,12,3,High,Significant,Medium,5
PAT-2004-201,2023,ai_ml,2,JPN,software,True,1,Yes,38.03,1576.57,47,31,3,Low,Moderate,Medium,4
PAT-2004-202,2023,ai_ml,2,JPN,healthtech,True,1,No,23.09,4935.82,36,28,2,Medium,Moderate,High,5
PAT-2004-203,2020,ai_ml,2,USA,healthtech,True,1,Yes,127.89,9221.21,17,48,2,High,Marginal,Low,1
PAT-2004-204,2023,ai_ml,2,USA,software,True,0,Yes,108.48,4420.68,22,19,2,High,Moderate,Low,2
PAT-2004-205,2023,ai_ml,1,KOR,fintech,False,1,Yes,500.0,8098.82,28,42,3,Low,Breakthrough,High,3
PAT-2004-206,2023,ai_ml,2,CHN,healthtech,True,1,No,104.74,8883.66,16,34,2,Low,Moderate,Medium,0
PAT-2004-207,2020,iot,3,CHN,hardware,True,1,No,14.5,7000.83,19,33,2,Low,Moderate,Medium,1
PAT-2004-208,2022,iot,1,DEU,hardware,True,1,Yes,50.85,1594.56,25,27,1,Medium,Moderate,Medium,0
PAT-2004-209,2022,cybersecurity,3,DEU,software,False,1,No,32.18,4941.72,28,35,2,Low,Significant,Medium,5
PAT-2004-210,2020,quantum,2,JPN,software,False,1,No,59.33,5815.85,42,33,3,High,Moderate,High,4
PAT-2004-211,2021,iot,2,USA,telecom,False,1,No,40.42,2752.13,18,32,1,Medium,Significant,Medium,3
PAT-2004-212,2022,ai_ml,2,JPN,software,False,1,Yes,152.11,3304.67,33,52,3,High,Moderate,Medium,5
PAT-2004-213,2023,iot,2,JPN,telecom,True,1,No,19.51,3780.46,25,23,3,Medium,Significant,Medium,2
PAT-2004-214,2021,ai_ml,1,DEU,fintech,True,1,No,4.93,6366.64,41,52,2,High,Moderate,High,1
PAT-2004-215,2023,blockchain,3,USA,software,False,1,No,33.29,4276.59,17,19,2,Medium,Significant,Very High,2
PAT-2004-216,2022,blockchain,2,CHN,fintech,False,1,Yes,29.48,9943.1,16,26,1,Medium,Moderate,Medium,1
PAT-2004-217,2023,blockchain,2,USA,telecom,False,1,Yes,487.23,5076.99,9,28,1,Medium,Moderate,Medium,1
PAT-2004-218,2022,ai_ml,1,JPN,healthtech,True,0,Yes,80.51,8984.03,19,7,3,Medium,Breakthrough,Medium,7
PAT-2004-219,2022,iot,3,USA,hardware,True,0,No,67.56,4077.81,16,9,1,Medium,Breakthrough,High,1
PAT-2004-220,2023,quantum,1,DEU,cybersecurity,True,1,No,10.0,6745.94,28,46,3,High,Breakthrough,High,3
PAT-2004-221,2024,quantum,3,USA,hardware,False,0,No,31.19,4290.19,30,13,3,Medium,Marginal,Low,1
PAT-2004-222,2022,iot,1,KOR,hardware,True,0,Yes,97.52,6834.95,22,12,1,Medium,Moderate,Medium,1
PAT-2004-223,2022,iot,2,CHN,telecom,False,1,Yes,308.88,7560.49,19,20,1,Medium,Moderate,Low,3
PAT-2004-224,2023,ai_ml,1,DEU,software,True,1,No,81.03,4431.65,28,34,3,Low,Moderate,Low,2
PAT-2004-225,2023,iot,1,USA,hardware,True,0,No,32.48,7590.59,19,5,2,Low,Moderate,Medium,1
PAT-2004-226,2020,iot,4,RUS,software,False,1,No,32.09,5373.26,25,31,1,Low,Moderate,High,1
PAT-2004-227,2022,ai_ml,1,GBR,hardware,True,1,Yes,24.18,2861.74,49,43,2,Medium,Breakthrough,High,2
PAT-2004-228,2022,ai_ml,1,KOR,healthtech,False,1,Yes,58.69,4261.93,33,18,2,Medium,Breakthrough,High,1
PAT-2004-229,2024,cybersecurity,3,USA,software,True,0,Yes,32.8,8047.05,23,6,2,Medium,Moderate,Medium,0
PAT-2004-230,2022,iot,3,CHN,healthtech,False,1,No,5.25,815.11,17,19,2,High,Moderate,Medium,2
PAT-2004-231,2022,blockchain,3,CHN,software,False,1,No,22.45,9364.55,14,31,2,Low,Moderate,Low,2
PAT-2004-232,2024,iot,3,USA,hardware,False,1,No,7.22,1644.31,17,27,2,Medium,Significant,Medium,3
PAT-2004-233,2022,blockchain,2,USA,telecom,False,1,Yes,173.48,2427.21,13,28,2,Medium,Marginal,Very Low,0
PAT-2004-234,2021,blockchain,2,JPN,fintech,True,1,No,53.09,3916.54,5,28,1,Low,Moderate,High,2
PAT-2004-235,2021,ai_ml,2,USA,software,True,0,Yes,202.22,895.84,20,6,3,Low,Marginal,Very Low,3
PAT-2004-236,2020,blockchain,3,GBR,fintech,False,0,Yes,15.66,2674.72,15,16,3,Medium,Moderate,Medium,3
PAT-2004-237,2020,iot,3,USA,telecom,True,1,Yes,19.64,3719.73,23,26,2,Medium,Marginal,Low,2
PAT-2004-238,2022,ai_ml,2,USA,fintech,True,0,Yes,9.82,4842.76,45,10,3,Low,Marginal,Very Low,3
PAT-2004-239,2023,quantum,1,KOR,software,True,1,No,21.12,7721.02,21,43,3,High,Moderate,Medium,3
PAT-2004-240,2023,ai_ml,1,CHN,software,False,1,No,61.87,8323.24,39,42,3,High,Moderate,High,5
PAT-2004-241,2020,iot,4,IND,hardware,True,0,No,3.65,3666.38,16,8,3,Medium,Marginal,Very Low,2
PAT-2004-242,2022,iot,3,USA,telecom,True,0,No,139.42,2925.95,18,12,1,High,Significant,High,3
PAT-2004-243,2021,iot,3,USA,software,False,0,Yes,75.39,999.45,19,7,2,High,Significant,Low,3
PAT-2004-244,2024,iot,2,CHN,telecom,False,0,No,15.25,7904.79,17,7,1,Medium,Moderate,Low,3
PAT-2004-245,2021,cybersecurity,4,RUS,fintech,True,0,No,206.53,9905.56,21,14,2,Medium,Moderate,High,1
PAT-2004-246,2023,iot,2,KOR,hardware,True,1,Yes,59.31,5045.05,24,23,1,Low,Moderate,Medium,2
PAT-2004-247,2021,iot,3,USA,healthtech,False,0,Yes,500.0,1287.4,11,9,1,Medium,Moderate,High,0
PAT-2004-248,2023,iot,4,RUS,telecom,False,1,No,19.74,3974.72,17,26,2,Low,Moderate,Medium,5
PAT-2004-249,2022,ai_ml,2,USA,healthtech,False,1,Yes,500.0,8886.51,47,48,2,Low,Significant,Medium,4
PAT-2004-250,2023,ai_ml,2,CHN,software,False,1,Yes,294.04,7520.89,48,34,2,High,Moderate,Medium,2
PAT-2004-251,2021,blockchain,4,USA,fintech,False,1,Yes,73.25,1969.57,8,34,3,Medium,Moderate,Medium,4
PAT-2004-252,2024,ai_ml,1,USA,software,True,1,No,26.26,2384.28,28,39,3,Low,Significant,High,4
PAT-2004-253,2022,blockchain,3,GBR,fintech,False,1,Yes,126.57,4981.55,14,22,1,Medium,Moderate,Low,0
PAT-2004-254,2023,blockchain,3,GBR,fintech,False,1,No,23.84,3534.98,17,34,1,Low,Marginal,Very Low,0
PAT-2004-255,2023,iot,1,DEU,telecom,True,0,No,37.73,8085.16,28,8,2,Medium,Breakthrough,Medium,2
PAT-2004-256,2024,ai_ml,2,USA,fintech,False,1,Yes,58.18,8753.44,42,31,2,High,Marginal,Low,3
PAT-2004-257,2021,quantum,1,DEU,hardware,True,1,Yes,101.77,640.29,23,43,3,Low,Breakthrough,Very High,6
PAT-2004-258,2021,blockchain,3,IND,software,False,1,No,30.66,2299.06,10,23,3,Medium,Marginal,Very Low,1
PAT-2004-259,2021,iot,1,DEU,hardware,True,1,No,7.0,9980.42,8,23,1,Medium,Marginal,Very Low,0
PAT-2004-260,2021,ai_ml,2,USA,software,True,1,Yes,500.0,5700.5,17,52,2,Medium,Moderate,Medium,1
PAT-2004-261,2022,blockchain,3,USA,fintech,True,1,Yes,17.57,3339.43,19,31,2,Medium,Significant,High,1
PAT-2004-262,2024,ai_ml,3,RUS,fintech,True,0,Yes,500.0,5620.77,35,16,3,Medium,Moderate,Medium,3
PAT-2004-263,2024,iot,2,CHN,software,True,1,Yes,22.73,4607.48,18,23,1,Medium,Marginal,Very Low,1
PAT-2004-264,2022,ai_ml,1,GBR,software,False,1,Yes,129.87,5344.19,47,28,3,High,Significant,High,5
PAT-2004-265,2023,cybersecurity,4,IND,software,False,1,No,5.89,9290.66,16,18,1,Medium,Significant,Medium,2
PAT-2004-266,2024,ai_ml,2,USA,software,True,1,Yes,15.62,7494.23,22,39,2,Medium,Moderate,Medium,3
PAT-2004-267,2024,iot,3,IND,telecom,False,0,Yes,56.07,2492.16,25,7,1,Medium,Significant,Low,3
PAT-2004-268,2021,ai_ml,1,DEU,software,True,1,Yes,60.16,4097.48,23,25,3,High,Significant,High,7
PAT-2004-269,2022,iot,1,KOR,telecom,False,1,Yes,88.38,2884.15,26,30,1,Low,Moderate,Low,2
PAT-2004-270,2023,blockchain,3,CHN,fintech,False,1,Yes,203.4,4870.82,5,24,3,Medium,Marginal,Low,3
PAT-2004-271,2021,blockchain,4,IND,fintech,True,1,Yes,37.18,1250.45,17,23,2,Medium,Significant,Very High,3
PAT-2004-272,2022,ai_ml,1,USA,software,True,1,No,53.04,5917.24,15,33,3,Medium,Significant,Medium,4
PAT-2004-273,2024,ai_ml,1,USA,software,False,1,Yes,500.0,5204.72,49,27,3,Low,Breakthrough,Very High,3
PAT-2004-274,2024,ai_ml,2,USA,healthtech,True,0,Yes,500.0,7435.81,50,18,3,Low,Moderate,High,6
PAT-2004-275,2024,cybersecurity,4,IND,telecom,False,0,Yes,290.55,6617.17,8,10,2,Low,Significant,Low,1
PAT-2004-276,2023,blockchain,3,USA,fintech,False,1,Yes,82.94,8457.59,19,25,1,Low,Marginal,Very Low,1
PAT-2004-277,2021,ai_ml,3,GBR,healthtech,False,1,Yes,100.31,7270.37,25,30,3,Medium,Moderate,Medium,3
PAT-2004-278,2021,cybersecurity,4,USA,software,False,1,No,81.33,9315.18,11,26,2,High,Significant,Medium,3
PAT-2004-279,2022,ai_ml,2,USA,software,False,0,Yes,500.0,1947.39,19,12,3,Medium,Marginal,Low,3
PAT-2004-280,2022,blockchain,4,IND,fintech,False,1,Yes,83.27,2434.41,6,44,2,Low,Marginal,Very Low,1
PAT-2004-281,2022,iot,3,USA,software,True,1,Yes,358.49,4787.34,23,25,1,High,Marginal,Very Low,4
PAT-2004-282,2023,cybersecurity,1,JPN,software,True,0,Yes,350.68,5449.24,29,13,1,Medium,Significant,Medium,2
PAT-2004-283,2022,iot,2,CHN,hardware,False,1,Yes,8.71,4685.68,25,32,1,High,Moderate,Low,3
PAT-2004-284,2023,blockchain,3,RUS,software,True,0,No,247.71,6811.2,18,11,1,Medium,Moderate,Medium,1
PAT-2004-285,2021,cybersecurity,1,DEU,telecom,False,1,Yes,316.47,9834.43,10,28,1,High,Moderate,Low,2
PAT-2004-286,2021,ai_ml,3,IND,software,False,1,No,43.34,3383.67,39,33,3,Medium,Breakthrough,Very High,3
PAT-2004-287,2020,cybersecurity,4,RUS,software,False,0,No,70.62,5066.8,24,4,1,High,Moderate,Medium,2
PAT-2004-288,2021,quantum,2,USA,software,True,0,Yes,24.32,4007.65,22,3,2,Medium,Breakthrough,High,1
PAT-2004-289,2024,cybersecurity,1,GBR,fintech,True,1,Yes,301.66,9439.05,21,26,3,High,Moderate,Medium,3
PAT-2004-290,2022,ai_ml,3,CHN,fintech,False,1,Yes,32.31,1808.51,15,39,2,Medium,Significant,Medium,2
PAT-2004-291,2021,ai_ml,1,KOR,fintech,False,1,Yes,3.07,4533.06,32,33,2,Low,Breakthrough,Medium,3
PAT-2004-292,2023,iot,3,IND,hardware,False,1,Yes,30.08,5986.45,20,19,2,Low,Significant,Very High,1
PAT-2004-293,2022,iot,3,DEU,hardware,False,1,No,10.06,4624.45,28,24,2,High,Moderate,Medium,4
PAT-2004-294,2020,iot,2,CHN,hardware,False,1,Yes,16.26,9987.26,29,20,2,Medium,Moderate,Low,3
PAT-2004-295,2021,cybersecurity,4,USA,software,True,0,Yes,266.61,7145.24,24,8,2,Low,Significant,Medium,3
PAT-2004-296,2021,iot,1,JPN,software,True,0,Yes,75.91,8777.08,10,7,2,Low,Moderate,Medium,1
PAT-2004-297,2023,ai_ml,1,USA,software,True,0,Yes,101.25,1523.76,22,15,3,Low,Significant,High,4
PAT-2004-298,2021,blockchain,2,JPN,fintech,True,1,No,21.36,1147.16,6,16,2,Medium,Moderate,Medium,0
PAT-2004-299,2020,ai_ml,2,CHN,software,False,1,No,53.26,1888.68,19,43,2,Medium,Marginal,Very Low,3
PAT-2004-300,2020,ai_ml,2,USA,software,True,1,Yes,213.78,3802.23,41,28,3,High,Moderate,Medium,5
PAT-2004-301,2022,ai_ml,1,USA,hardware,False,0,Yes,135.25,9008.46,22,7,3,Medium,Moderate,Low,3
PAT-2004-302,2020,quantum,1,CHN,hardware,False,1,Yes,71.84,2774.94,24,43,3,Medium,Significant,Medium,5
PAT-2004-303,2023,iot,3,CHN,software,False,0,Yes,500.0,6937.21,19,6,2,Medium,Moderate,Low,1
PAT-2004-304,2021,iot,3,RUS,hardware,True,0,Yes,500.0,6120.0,8,10,1,Medium,Marginal,Low,1
PAT-2004-305,2023,blockchain,4,DEU,fintech,False,0,Yes,82.63,9166.41,12,10,1,Medium,Marginal,Low,2
PAT-2004-306,2022,iot,2,USA,hardware,True,1,No,33.63,4278.79,20,23,1,High,Moderate,Low,4
PAT-2004-307,2022,quantum,3,USA,software,False,0,No,20.32,816.44,47,18,2,High,Moderate,Medium,1
PAT-2004-308,2020,cybersecurity,4,RUS,software,True,0,No,18.63,719.98,8,6,1,Medium,Moderate,Low,2
PAT-2004-309,2023,iot,3,RUS,hardware,False,1,Yes,32.93,6576.47,15,18,2,High,Moderate,Low,3
PAT-2004-310,2024,quantum,1,DEU,cybersecurity,True,0,No,37.67,8312.52,35,18,2,High,Significant,Low,3
PAT-2004-311,2020,iot,2,CHN,healthtech,False,1,Yes,74.87,4752.98,29,25,2,Medium,Marginal,Low,4
PAT-2004-312,2021,blockchain,2,USA,fintech,True,0,No,22.18,5595.82,9,6,1,Medium,Moderate,Medium,2
PAT-2004-313,2024,cybersecurity,1,USA,software,True,0,Yes,500.0,7030.23,27,14,1,Medium,Significant,High,1
PAT-2004-314,2022,blockchain,3,IND,fintech,False,0,Yes,289.82,6606.56,14,12,1,Low,Significant,Medium,2
PAT-2004-315,2021,blockchain,3,GBR,software,False,0,Yes,53.26,3514.85,17,13,2,Medium,Marginal,Low,2
PAT-2004-316,2021,ai_ml,2,JPN,fintech,True,1,Yes,98.45,6279.03,40,39,3,High,Moderate,High,5
PAT-2004-317,2023,iot,4,USA,healthtech,False,1,Yes,301.19,9876.45,14,19,1,Low,Moderate,High,0
PAT-2004-318,2023,iot,4,RUS,hardware,False,1,No,44.84,7459.22,19,25,2,Medium,Moderate,Medium,2
PAT-2004-319,2022,iot,3,IND,telecom,False,1,Yes,48.14,4698.1,14,29,2,Medium,Significant,High,1
PAT-2004-320,2024,blockchain,3,USA,fintech,True,0,Yes,64.17,6195.65,7,12,2,Medium,Marginal,Very Low,0
PAT-2004-321,2022,ai_ml,3,USA,healthtech,True,0,Yes,23.63,1616.0,17,16,3,Low,Moderate,Medium,3
PAT-2004-322,2021,cybersecurity,2,CHN,software,False,1,Yes,109.2,8349.63,19,24,2,High,Significant,Very High,4
PAT-2004-323,2022,ai_ml,1,DEU,healthtech,True,0,Yes,230.65,4128.14,15,18,2,Low,Significant,Medium,3
PAT-2004-324,2022,cybersecurity,1,CHN,telecom,False,0,Yes,45.81,2071.21,19,9,1,High,Breakthrough,Medium,4
PAT-2004-325,2021,ai_ml,2,CHN,healthtech,False,1,Yes,28.92,6116.23,18,39,3,Medium,Moderate,High,3
PAT-2004-326,2020,iot,1,USA,telecom,False,1,No,51.92,5556.05,20,21,1,Medium,Marginal,Low,1
PAT-2004-327,2022,iot,3,RUS,hardware,False,1,Yes,345.63,8221.72,14,25,1,Low,Moderate,Low,2
PAT-2004-328,2023,quantum,2,JPN,hardware,True,1,Yes,159.11,3703.68,41,39,2,High,Marginal,Low,2
PAT-2004-329,2020,ai_ml,2,CHN,software,False,1,No,47.46,4498.3,23,34,2,Medium,Breakthrough,Very High,1
PAT-2004-330,2022,cybersecurity,2,USA,fintech,True,1,No,120.19,9957.01,19,30,3,Medium,Moderate,Low,3
PAT-2004-331,2023,iot,2,USA,hardware,False,0,No,17.99,6420.09,12,12,3,High,Marginal,Very Low,5
PAT-2004-332,2023,iot,1,USA,telecom,True,1,No,145.16,2082.42,21,30,1,Low,Moderate,High,2
PAT-2004-333,2023,iot,1,USA,hardware,True,1,Yes,274.92,722.62,25,25,3,Medium,Moderate,Medium,3
PAT-2004-334,2023,ai_ml,2,USA,healthtech,False,1,Yes,249.26,8038.09,23,34,3,Medium,Significant,Medium,3
PAT-2004-335,2023,blockchain,3,DEU,fintech,False,0,Yes,142.38,1954.03,13,6,2,Low,Moderate,Medium,1
PAT-2004-336,2020,ai_ml,3,GBR,software,False,0,Yes,200.68,8796.71,40,21,3,Medium,Moderate,Low,3
PAT-2004-337,2022,ai_ml,2,JPN,software,True,1,Yes,20.31,3547.87,36,45,3,Medium,Marginal,Low,1
PAT-2004-338,2023,iot,2,CHN,hardware,False,1,No,184.62,9789.35,20,27,1,Medium,Moderate,Medium,2
PAT-2004-339,2021,blockchain,4,USA,fintech,True,0,Yes,111.93,9415.7,18,8,3,Low,Significant,Medium,3
PAT-2004-340,2020,ai_ml,1,CHN,fintech,False,1,Yes,82.2,773.15,38,27,3,High,Moderate,Medium,5
PAT-2004-341,2021,ai_ml,3,CHN,software,False,1,Yes,27.35,8306.26,25,27,2,Medium,Marginal,Very Low,2
PAT-2004-342,2022,ai_ml,2,CHN,software,False,1,Yes,21.68,9144.9,34,34,3,High,Moderate,Medium,3
PAT-2004-343,2022,ai_ml,3,IND,software,False,0,No,17.42,4460.43,17,18,3,High,Marginal,Very Low,3
PAT-2004-344,2021,iot,3,DEU,hardware,True,0,Yes,16.1,3441.96,26,5,3,Low,Significant,Medium,4
PAT-2004-345,2023,ai_ml,2,JPN,fintech,False,1,Yes,130.43,1546.76,26,36,3,Low,Significant,Very High,3
PAT-2004-346,2024,cybersecurity,1,USA,software,False,1,No,96.04,6022.18,14,23,3,Medium,Significant,High,2
PAT-2004-347,2021,ai_ml,3,CHN,software,False,0,Yes,130.99,7373.36,29,13,2,High,Marginal,Very Low,4
PAT-2004-348,2024,ai_ml,1,USA,healthtech,True,1,Yes,286.57,5423.52,17,34,2,Medium,Breakthrough,Medium,1
PAT-2004-349,2020,cybersecurity,2,CHN,telecom,False,1,Yes,22.94,9500.64,8,20,1,Medium,Moderate,High,1
PAT-2004-350,2024,ai_ml,1,CHN,software,True,0,No,9.92,1312.69,35,16,3,Medium,Moderate,Medium,6
PAT-2004-351,2024,blockchain,2,JPN,fintech,True,1,No,28.4,4321.69,6,26,2,Medium,Moderate,Medium,3
PAT-2004-352,2020,cybersecurity,1,USA,software,True,0,No,29.49,2592.89,27,12,1,Medium,Significant,Low,3
PAT-2004-353,2023,cybersecurity,3,GBR,software,False,1,No,58.24,2891.43,26,27,2,High,Moderate,Medium,2
